term_id	term_name	Dm_F_wh_L	Dm_F_ov	Dp_F_ab	Dp_F_hd	Dp_M_ab	Dp_M_hd	Dm_F_wh_D	Dm_M_ts	Af_F_wh
GO:0015291	secondary active transmembrane transporter activity	1	0	0	0	0	0	0	0	0
GO:0016830	carbon-carbon lyase activity	1	0	0	0	0	0	0	0	0
GO:0003904	deoxyribodipyrimidine photo-lyase activity	1	0	0	0	0	0	0	0	0
GO:0003913	DNA photolyase activity	1	0	0	0	0	0	0	0	0
GO:0008509	anion transmembrane transporter activity	1	0	0	0	0	0	0	0	0
GO:0015293	symporter activity	1	0	0	0	0	0	0	0	0
GO:0140640	catalytic activity, acting on a nucleic acid	1	0	0	0	0	0	0	0	0
GO:0003779	actin binding	0	0	1	0	1	0	1	0	0
GO:0008092	cytoskeletal protein binding	0	0	1	0	1	0	0	0	0
GO:0051371	muscle alpha-actinin binding	0	0	1	0	1	0	1	0	0
GO:0042805	actinin binding	0	0	1	0	1	0	1	0	0
GO:0051393	alpha-actinin binding	0	0	1	0	1	0	1	0	0
GO:0005509	calcium ion binding	0	0	1	0	1	0	1	0	0
GO:0051015	actin filament binding	0	0	1	0	1	0	0	0	0
GO:0005523	tropomyosin binding	0	0	1	0	1	0	0	0	0
GO:0008307	structural constituent of muscle	0	0	1	0	1	0	1	0	0
GO:0004687	myosin light chain kinase activity	0	0	1	0	1	0	0	0	0
GO:0046872	metal ion binding	0	0	1	1	1	1	0	0	0
GO:0004449	isocitrate dehydrogenase (NAD+) activity	0	0	1	0	1	0	0	0	0
GO:0043169	cation binding	0	0	1	1	1	1	0	0	0
GO:0004448	isocitrate dehydrogenase [NAD(P)+] activity	0	0	1	0	1	0	0	0	0
GO:0004672	protein kinase activity	0	0	1	0	1	0	0	0	0
GO:0005102	signaling receptor binding	0	0	1	0	0	0	0	0	0
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity	0	0	1	0	0	0	0	0	0
GO:0016301	kinase activity	0	0	1	0	1	0	0	0	0
GO:0016773	phosphotransferase activity, alcohol group as acceptor	0	0	1	0	1	0	0	0	0
GO:0097493	structural molecule activity conferring elasticity	0	0	1	0	1	0	0	0	0
GO:0043167	ion binding	0	0	1	1	1	1	0	0	0
GO:0140660	cytoskeletal motor activator activity	0	0	1	0	1	0	0	0	0
GO:0140659	cytoskeletal motor regulator activity	0	0	1	0	1	0	0	0	0
GO:0044877	protein-containing complex binding	0	0	1	0	0	0	0	1	0
GO:0004667	prostaglandin-D synthase activity	0	0	1	0	0	0	0	0	0
GO:0015079	potassium ion transmembrane transporter activity	0	0	1	0	1	0	0	0	0
GO:0005201	extracellular matrix structural constituent	0	0	1	0	0	0	0	0	0
GO:0097027	ubiquitin-protein transferase activator activity	0	0	1	0	0	0	0	0	0
GO:1990757	ubiquitin ligase activator activity	0	0	1	0	0	0	0	0	0
GO:0003735	structural constituent of ribosome	0	0	0	1	0	0	0	0	0
GO:0003824	catalytic activity	0	0	0	1	1	1	0	1	0
GO:0016491	oxidoreductase activity	0	0	0	1	1	1	0	0	0
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors	0	0	0	1	0	1	0	0	0
GO:0005198	structural molecule activity	0	0	0	1	1	0	0	0	0
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	0	0	0	1	0	1	0	0	0
GO:0004486	methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity	0	0	0	1	0	1	0	0	0
GO:0019238	cyclohydrolase activity	0	0	0	1	0	1	0	0	0
GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	0	0	0	1	0	1	0	0	0
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	0	0	0	1	0	1	0	0	0
GO:0020037	heme binding	0	0	0	1	1	1	0	0	0
GO:0046906	tetrapyrrole binding	0	0	0	1	1	1	0	0	0
GO:0043022	ribosome binding	0	0	0	1	0	0	0	0	0
GO:0004497	monooxygenase activity	0	0	0	1	1	1	0	0	0
GO:0003988	acetyl-CoA C-acyltransferase activity	0	0	0	1	0	0	0	0	0
GO:0005506	iron ion binding	0	0	0	1	1	1	0	0	0
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0	0	0	1	1	1	0	0	0
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	0	0	0	1	1	1	0	0	0
GO:0004487	methylenetetrahydrofolate dehydrogenase (NAD+) activity	0	0	0	1	0	1	0	0	0
GO:0050660	flavin adenine dinucleotide binding	0	0	0	1	0	1	0	0	0
GO:0003746	translation elongation factor activity	0	0	0	1	0	0	0	0	0
GO:0016874	ligase activity	0	0	0	1	0	1	0	0	0
GO:0047718	indanol dehydrogenase activity	0	0	0	1	0	1	0	0	0
GO:0016408	C-acyltransferase activity	0	0	0	1	0	0	0	0	0
GO:0019843	rRNA binding	0	0	0	1	0	0	0	0	0
GO:0003985	acetyl-CoA C-acetyltransferase activity	0	0	0	1	0	0	0	0	0
GO:0004805	trehalose-phosphatase activity	0	0	0	1	0	0	0	0	0
GO:0016879	ligase activity, forming carbon-nitrogen bonds	0	0	0	1	0	1	0	0	0
GO:0008447	L-ascorbate oxidase activity	0	0	0	1	0	0	0	0	0
GO:0016453	C-acetyltransferase activity	0	0	0	1	0	0	0	0	0
GO:0016885	ligase activity, forming carbon-carbon bonds	0	0	0	1	0	1	0	0	0
GO:0016742	hydroxymethyl-, formyl- and related transferase activity	0	0	0	1	0	1	0	0	0
GO:0016814	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	0	0	0	1	0	0	0	0	0
GO:0099530	G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential	0	0	0	1	0	0	0	0	0
GO:0043021	ribonucleoprotein complex binding	0	0	0	1	0	0	0	0	0
GO:0036094	small molecule binding	0	0	0	1	0	0	0	0	0
GO:0016746	acyltransferase activity	0	0	0	1	1	0	0	0	0
GO:0099583	neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration	0	0	0	1	0	0	0	0	0
GO:0051119	sugar transmembrane transporter activity	0	0	0	1	0	0	0	1	0
GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	0	0	0	1	0	0	0	0	0
GO:0015144	carbohydrate transmembrane transporter activity	0	0	0	1	0	0	0	1	0
