term_id	term_name	Dm_F_wh_L	Dm_F_ov	Dp_F_ab	Dp_F_hd	Dp_M_ab	Dp_M_hd	Dm_F_wh_D	Dm_M_ts	Af_F_wh
GO:0016054	organic acid catabolic process	1	0	0	1	0	1	0	0	0
GO:0019432	triglyceride biosynthetic process	1	0	0	1	0	1	0	0	0
GO:0046395	carboxylic acid catabolic process	1	0	0	1	0	1	0	0	0
GO:0046460	neutral lipid biosynthetic process	1	0	0	1	0	1	0	0	0
GO:0046463	acylglycerol biosynthetic process	1	0	0	1	0	1	0	0	0
GO:0072329	monocarboxylic acid catabolic process	1	0	0	1	0	1	0	0	0
GO:0006520	cellular amino acid metabolic process	1	0	0	1	0	1	0	0	0
GO:0009415	response to water	0	1	0	0	0	0	0	0	0
GO:0030001	metal ion transport	0	1	0	0	0	0	1	0	0
GO:0071260	cellular response to mechanical stimulus	0	1	0	0	0	0	0	0	0
GO:0055002	striated muscle cell development	0	0	1	0	1	0	1	0	0
GO:0030239	myofibril assembly	0	0	1	0	1	0	1	0	0
GO:0055001	muscle cell development	0	0	1	0	1	0	1	0	0
GO:0031032	actomyosin structure organization	0	0	1	0	1	0	1	0	0
GO:0051146	striated muscle cell differentiation	0	0	1	0	1	0	1	0	0
GO:0061061	muscle structure development	0	0	1	0	1	0	0	0	0
GO:0042692	muscle cell differentiation	0	0	1	0	1	0	1	0	0
GO:0030036	actin cytoskeleton organization	0	0	1	0	1	0	1	0	0
GO:0030029	actin filament-based process	0	0	1	0	1	0	1	0	0
GO:0045214	sarcomere organization	0	0	1	0	1	0	1	0	0
GO:0010927	cellular component assembly involved in morphogenesis	0	0	1	0	1	0	1	0	0
GO:0003012	muscle system process	0	0	1	0	1	0	1	0	0
GO:0006936	muscle contraction	0	0	1	0	1	0	1	0	0
GO:0097435	supramolecular fiber organization	0	0	1	0	1	0	0	0	0
GO:0140694	non-membrane-bounded organelle assembly	0	0	1	0	1	0	0	0	0
GO:0007010	cytoskeleton organization	0	0	1	0	1	0	0	0	0
GO:0050830	defense response to Gram-positive bacterium	0	0	1	1	0	1	0	0	0
GO:0060361	flight	0	0	1	0	1	0	0	0	0
GO:0032989	cellular component morphogenesis	0	0	1	0	1	0	0	0	0
GO:0048646	anatomical structure formation involved in morphogenesis	0	0	1	0	1	0	0	0	0
GO:0048856	anatomical structure development	0	0	1	0	1	0	1	0	0
GO:0006959	humoral immune response	0	0	1	1	0	0	0	0	0
GO:0007498	mesoderm development	0	0	1	0	1	0	0	0	0
GO:0070925	organelle assembly	0	0	1	0	1	0	0	0	0
GO:0032502	developmental process	0	0	1	0	1	0	0	0	0
GO:0007517	muscle organ development	0	0	1	0	1	0	0	0	0
GO:0042742	defense response to bacterium	0	0	1	0	0	0	0	0	0
GO:0071689	muscle thin filament assembly	0	0	1	0	1	0	0	0	0
GO:0009617	response to bacterium	0	0	1	0	1	0	0	0	0
GO:0007338	single fertilization	0	0	1	0	0	0	0	0	0
GO:0098542	defense response to other organism	0	0	1	0	0	0	0	0	0
GO:0006952	defense response	0	0	1	0	0	0	0	0	0
GO:0019731	antibacterial humoral response	0	0	1	1	0	0	0	0	0
GO:0006955	immune response	0	0	1	1	0	0	0	0	0
GO:0043207	response to external biotic stimulus	0	0	1	0	1	1	0	0	0
GO:0009607	response to biotic stimulus	0	0	1	0	1	1	0	0	0
GO:0051707	response to other organism	0	0	1	0	1	1	0	0	0
GO:0048468	cell development	0	0	1	1	1	0	0	0	0
GO:0044419	biological process involved in interspecies interaction between organisms	0	0	1	0	0	1	0	0	0
GO:0009566	fertilization	0	0	1	0	0	0	0	0	0
GO:0007015	actin filament organization	0	0	1	0	1	0	0	0	0
GO:0009653	anatomical structure morphogenesis	0	0	1	1	1	0	0	0	0
GO:0002376	immune system process	0	0	1	0	0	0	0	0	0
GO:0030154	cell differentiation	0	0	1	1	1	0	0	0	0
GO:0048869	cellular developmental process	0	0	1	1	1	0	0	0	0
GO:0019730	antimicrobial humoral response	0	0	1	1	0	0	0	0	0
GO:0003009	skeletal muscle contraction	0	0	1	0	1	0	0	0	0
GO:0007527	adult somatic muscle development	0	0	1	0	1	0	0	0	0
GO:0050881	musculoskeletal movement	0	0	1	0	1	0	0	0	0
GO:0050879	multicellular organismal movement	0	0	1	0	1	0	0	0	0
GO:0031589	cell-substrate adhesion	0	0	1	0	0	0	0	0	0
GO:0030198	extracellular matrix organization	0	0	1	0	0	0	0	0	0
GO:0072350	tricarboxylic acid metabolic process	0	0	1	0	1	0	0	0	0
GO:0030241	skeletal muscle myosin thick filament assembly	0	0	1	0	1	0	0	0	0
GO:0071688	striated muscle myosin thick filament assembly	0	0	1	0	1	0	0	0	0
GO:0071711	basement membrane organization	0	0	1	0	0	0	0	0	0
GO:0034446	substrate adhesion-dependent cell spreading	0	0	1	0	0	0	0	0	0
GO:0006941	striated muscle contraction	0	0	1	0	1	0	0	0	0
GO:0006996	organelle organization	0	0	1	0	1	0	0	0	0
GO:0009605	response to external stimulus	0	0	1	1	0	0	0	0	0
GO:0045087	innate immune response	0	0	1	0	0	0	0	0	0
GO:0016043	cellular component organization	0	0	1	0	1	0	0	0	0
GO:0043062	extracellular structure organization	0	0	1	0	0	0	0	0	0
GO:0035044	sperm aster formation	0	0	1	0	0	0	0	0	0
GO:0030953	astral microtubule organization	0	0	1	0	0	0	0	0	0
GO:0006102	isocitrate metabolic process	0	0	1	0	1	0	0	0	0
GO:0006950	response to stress	0	0	1	0	0	0	0	0	0
GO:0051017	actin filament bundle assembly	0	0	1	0	0	0	0	0	0
GO:0048082	regulation of adult chitin-containing cuticle pigmentation	0	0	1	0	0	0	0	0	0
GO:0014866	skeletal myofibril assembly	0	0	1	0	1	0	0	0	0
GO:0061572	actin filament bundle organization	0	0	1	0	0	0	0	0	0
GO:0060297	regulation of sarcomere organization	0	0	1	0	0	0	0	0	0
GO:0050905	neuromuscular process	0	0	1	0	1	0	0	0	0
GO:0031034	myosin filament assembly	0	0	1	0	1	0	0	0	0
GO:0009888	tissue development	0	0	1	0	1	0	1	0	0
GO:0006099	tricarboxylic acid cycle	0	0	1	0	1	0	0	0	0
GO:0007525	somatic muscle development	0	0	1	0	1	0	0	0	0
GO:0007147	female meiosis II	0	0	1	0	0	0	0	0	0
GO:0048079	regulation of cuticle pigmentation	0	0	1	0	0	0	0	0	0
GO:0048085	adult chitin-containing cuticle pigmentation	0	0	1	0	0	0	0	0	0
GO:0060537	muscle tissue development	0	0	1	0	1	0	0	0	0
GO:0006260	DNA replication	0	0	1	0	0	0	0	0	0
GO:0003010	voluntary skeletal muscle contraction	0	0	1	0	1	0	0	0	0
GO:0014703	oscillatory muscle contraction	0	0	1	0	1	0	0	0	0
GO:0061983	meiosis II cell cycle process	0	0	1	0	0	0	0	0	0
GO:0007155	cell adhesion	0	0	1	0	0	0	0	0	0
GO:0071163	DNA replication preinitiation complex assembly	0	0	1	0	0	0	0	0	0
GO:0006270	DNA replication initiation	0	0	1	0	0	0	0	0	0
GO:0033627	cell adhesion mediated by integrin	0	0	1	0	0	0	0	0	0
GO:0008354	germ cell migration	0	0	1	0	0	0	0	0	0
GO:0033477	S-methylmethionine metabolic process	0	0	1	0	0	0	0	0	0
GO:0033528	S-methylmethionine cycle	0	0	1	0	0	0	0	0	0
GO:0110020	regulation of actomyosin structure organization	0	0	1	0	0	0	0	0	0
GO:0003008	system process	0	0	1	1	1	0	0	0	0
GO:0071840	cellular component organization or biogenesis	0	0	1	0	1	0	0	0	0
GO:0009611	response to wounding	0	0	1	1	0	0	0	0	0
GO:0031033	myosin filament organization	0	0	1	0	1	0	0	0	0
GO:0061982	meiosis I cell cycle process	0	0	1	0	0	0	0	0	0
GO:0045143	homologous chromosome segregation	0	0	1	0	0	0	0	0	0
GO:0006874	cellular calcium ion homeostasis	0	0	1	1	1	0	0	0	0
GO:0072499	photoreceptor cell axon guidance	0	0	1	0	0	0	0	0	0
GO:0055123	digestive system development	0	0	1	0	0	0	0	0	0
GO:0048565	digestive tract development	0	0	1	0	0	0	0	0	0
GO:0055074	calcium ion homeostasis	0	0	1	1	1	0	0	0	0
GO:0051321	meiotic cell cycle	0	0	1	0	0	0	0	0	0
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	0	0	1	0	1	0	0	0	0
GO:0055065	metal ion homeostasis	0	0	1	1	0	0	0	0	0
GO:0007593	chitin-based cuticle sclerotization	0	0	1	0	0	0	0	0	0
GO:0036309	protein localization to M-band	0	0	1	0	1	0	0	0	0
GO:0022414	reproductive process	0	0	1	0	0	0	0	0	0
GO:0046716	muscle cell cellular homeostasis	0	0	1	0	1	0	0	0	0
GO:0007275	multicellular organism development	0	0	1	1	0	0	0	0	0
GO:0007411	axon guidance	0	0	1	0	0	0	0	0	0
GO:0048644	muscle organ morphogenesis	0	0	1	0	0	0	0	0	0
GO:0072503	cellular divalent inorganic cation homeostasis	0	0	1	1	1	0	0	0	0
GO:0040011	locomotion	0	0	1	0	1	0	0	0	0
GO:0007292	female gamete generation	0	0	1	0	0	0	0	0	0
GO:0007280	pole cell migration	0	0	1	0	0	0	0	0	0
GO:0022412	cellular process involved in reproduction in multicellular organism	0	0	1	0	0	0	0	0	0
GO:0097485	neuron projection guidance	0	0	1	0	0	0	0	0	0
GO:0048067	cuticle pigmentation	0	0	1	0	0	0	0	0	0
GO:0006259	DNA metabolic process	0	0	1	0	0	0	0	0	0
GO:0048104	establishment of body hair or bristle planar orientation	0	0	1	0	0	0	0	0	0
GO:0007160	cell-matrix adhesion	0	0	1	0	0	0	0	0	0
GO:0072507	divalent inorganic cation homeostasis	0	0	1	1	1	0	0	0	0
GO:0120081	obsolete positive regulation of microfilament motor activity	0	0	1	0	1	0	0	0	0
GO:1903046	meiotic cell cycle process	0	0	1	0	0	0	0	0	0
GO:0006091	generation of precursor metabolites and energy	0	0	1	0	1	1	0	0	0
GO:0001952	regulation of cell-matrix adhesion	0	0	1	0	1	0	0	0	0
GO:1904668	positive regulation of ubiquitin protein ligase activity	0	0	1	0	0	0	0	0	0
GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	0	0	1	0	0	0	0	0	0
GO:1905784	regulation of anaphase-promoting complex-dependent catabolic process	0	0	1	0	0	0	0	0	0
GO:0009790	embryo development	0	0	1	0	0	0	0	0	0
GO:0032501	multicellular organismal process	0	0	1	0	0	0	0	0	0
GO:0031122	cytoplasmic microtubule organization	0	0	1	0	0	0	0	0	0
GO:0032956	regulation of actin cytoskeleton organization	0	0	1	0	0	0	0	0	0
GO:0060538	skeletal muscle organ development	0	0	1	0	0	0	0	0	0
GO:0016203	muscle attachment	0	0	1	0	0	0	0	0	0
GO:0060047	heart contraction	0	0	1	0	1	0	0	0	0
GO:0008015	blood circulation	0	0	1	0	1	0	0	0	0
GO:0006935	chemotaxis	0	0	1	0	0	0	0	0	0
GO:0019428	allantoin biosynthetic process	0	0	1	0	0	0	0	0	0
GO:0032970	regulation of actin filament-based process	0	0	1	0	0	0	0	0	0
GO:0019628	urate catabolic process	0	0	1	0	0	0	0	0	0
GO:0046415	urate metabolic process	0	0	1	0	0	0	0	0	0
GO:0007409	axonogenesis	0	0	1	0	0	0	0	0	0
GO:0019953	sexual reproduction	0	0	1	0	0	0	0	0	0
GO:0007522	visceral muscle development	0	0	1	0	0	0	0	0	0
GO:0000003	reproduction	0	0	1	0	0	0	0	0	0
GO:0140013	meiotic nuclear division	0	0	1	0	0	0	0	0	0
GO:0120305	regulation of pigmentation	0	0	1	0	0	0	0	0	0
GO:0007278	pole cell fate determination	0	0	1	0	0	0	0	0	0
GO:1902903	regulation of supramolecular fiber organization	0	0	1	0	0	0	0	0	0
GO:0022607	cellular component assembly	0	0	1	0	1	0	0	0	0
GO:0043520	regulation of myosin II filament assembly	0	0	1	0	1	0	0	0	0
GO:0045229	external encapsulating structure organization	0	0	1	0	0	0	0	0	0
GO:0048070	regulation of developmental pigmentation	0	0	1	0	0	0	0	0	0
GO:0051643	endoplasmic reticulum localization	0	0	1	0	0	0	0	0	0
GO:0030032	lamellipodium assembly	0	0	1	0	0	0	0	0	0
GO:1901993	regulation of meiotic cell cycle phase transition	0	0	1	0	0	0	0	0	0
GO:0032231	regulation of actin filament bundle assembly	0	0	1	0	0	0	0	0	0
GO:0048546	digestive tract morphogenesis	0	0	1	0	0	0	0	0	0
GO:0048609	multicellular organismal reproductive process	0	0	1	0	0	0	0	0	0
GO:0098771	inorganic ion homeostasis	0	0	1	1	0	0	0	0	0
GO:0045333	cellular respiration	0	0	1	0	1	0	0	0	0
GO:0006468	protein phosphorylation	0	0	1	0	0	0	0	0	0
GO:0055117	regulation of cardiac muscle contraction	0	0	1	0	1	0	0	0	0
GO:0002181	cytoplasmic translation	0	0	0	1	0	0	0	0	0
GO:0006082	organic acid metabolic process	0	0	0	1	1	1	1	0	0
GO:0043436	oxoacid metabolic process	0	0	0	1	1	1	1	0	0
GO:0019752	carboxylic acid metabolic process	0	0	0	1	1	1	1	0	0
GO:0044281	small molecule metabolic process	0	0	0	1	1	1	0	0	0
GO:0043604	amide biosynthetic process	0	0	0	1	0	0	0	0	0
GO:1901566	organonitrogen compound biosynthetic process	0	0	0	1	0	0	0	0	0
GO:0006412	translation	0	0	0	1	0	0	0	0	0
GO:0043043	peptide biosynthetic process	0	0	0	1	0	0	0	0	0
GO:0043603	cellular amide metabolic process	0	0	0	1	0	0	0	0	0
GO:0006518	peptide metabolic process	0	0	0	1	0	0	0	0	0
GO:0032787	monocarboxylic acid metabolic process	0	0	0	1	1	1	1	0	0
GO:1901605	alpha-amino acid metabolic process	0	0	0	1	0	1	0	0	0
GO:0044282	small molecule catabolic process	0	0	0	1	0	1	0	0	0
GO:0034645	cellular macromolecule biosynthetic process	0	0	0	1	0	0	0	0	0
GO:0009069	serine family amino acid metabolic process	0	0	0	1	0	1	0	0	0
GO:0006631	fatty acid metabolic process	0	0	0	1	1	1	1	0	0
GO:0016053	organic acid biosynthetic process	0	0	0	1	1	1	1	0	0
GO:0035999	tetrahydrofolate interconversion	0	0	0	1	0	1	0	0	0
GO:0007601	visual perception	0	0	0	1	0	0	0	0	1
GO:0050953	sensory perception of light stimulus	0	0	0	1	0	0	0	0	1
GO:0042052	rhabdomere development	0	0	0	1	0	0	0	0	0
GO:1990146	protein localization to rhabdomere	0	0	0	1	0	0	0	0	0
GO:0042051	compound eye photoreceptor development	0	0	0	1	0	0	0	0	0
GO:0042462	eye photoreceptor cell development	0	0	0	1	0	0	0	0	0
GO:0009071	serine family amino acid catabolic process	0	0	0	1	0	1	0	0	0
GO:0006189	'de novo' IMP biosynthetic process	0	0	0	1	0	0	0	0	0
GO:0046394	carboxylic acid biosynthetic process	0	0	0	1	1	1	1	0	0
GO:1901564	organonitrogen compound metabolic process	0	0	0	1	0	0	0	1	0
GO:0046530	photoreceptor cell differentiation	0	0	0	1	0	0	0	0	0
GO:0042461	photoreceptor cell development	0	0	0	1	0	0	0	0	0
GO:0006188	IMP biosynthetic process	0	0	0	1	0	0	0	0	0
